source,name,price,description,origin,process,roast_level,notes
fugol coffee roasters,kopi arabika kerinci thermal shock natural 100 gram biji  bubuk  biji,88000,halal id32110016691860324 pirt308327301034727 origin bengkolan mt kerinci jambi indonesia variety sigararutang andongsari lini s altitude 14001700 masl processing thermalshock natural producer kelompok tani rukun saudara tasting notes pineapple orange  brown sugar this coffee is cultivated in the highlands of mount kerinci jambi by mr aziz thohari a farmer and distinguished specialty coffee processor recognized for his achievements in the cup of excellence indonesia he has earned multiple awards that highlight his dedication to elevating indonesian coffee quality working closely with the community mr aziz continues to push the boundaries of postharvest innovation to reveal the full potential of arabica this lot is crafted from a mix of sigararutang andongsari and lini s varieties and processed using the thermal shock natural method the cup profile unfolds with vibrant notes of pineapple and orange complemented by a deep brown sugar sweetness biji kopi dapat langsung digiling giling espresso giling kasar giling medium giling halus giling v60 disesuaikan dengan resep yang anda dapat penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya kami akan berikan 8gr free sample beans silahkan pilih 1 beans dari produk yang ada di etalase toko kami dan tulis di catatan saat check out pesanan beans di etalase special release tidak bisa dipilih untuk sample greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,"indonesia, kerinci",natural,medium,"fruity, sweet"
fugol coffee roasters,biji kopi arabica competition coffee series  panama geisha finca deborah symmetry carbonic maceration natural x wonosalam excels anaerobic natural  symmetry x excelsa 16gr,160000,penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya limited stock kedua beans ini merupakan special rilis yang digunakan saat ibrc 2025  berikut deskripsi kedua beans tersebut 1 panama geisha finca deborah symmetry carbonic maceration natural origin volcan panama altitude 2100  2300 masl varietas geisha process carbonic maceration natural processor jamison savage tasting notes berries orang  honey 2 wonosalam excels anaerobic natural origin wonosalam jombang east java altitude 700 masl variety excelsa process anaerobic natural producer punjere kopiedi sedov tasting notes stevia guava botanical greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,"java, panama","natural, honey, anaerobic, carbonic maceration",unknown,fruity
fugol coffee roasters,biji kopi wonosalam excelsa natural 100 gr single origin  biji,129000,origin wonosalam jombang east java producer punjere kopiedi sedov process anaerobic natural altitude 700 masl variety excelsa tasting notes stevia guava botanical biji kopi dapat langsung di giling langsung sesuai permintaan  giling espresso  giling kasar  giling medium  giling halus  giling v60 disesuaikan dengan resep yang anda dapat penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya kami akan berikan 8gr free sample beans silahkan pilih 1 beans dari produk yang ada di etalase toko kami dan tulis di catatan saat check out pesanan beans di etalase special release tidak bisa dipilih untuk sample greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,java,"natural, anaerobic",medium,unknown
fugol coffee roasters,biji kopi arabika gayo avatara cm raisin 150 gr single origin  bubuk espresso,149000,origin pantan musara pegasing central aceh producer hendra maulizar process carbonic maceration raisin altitude 1640 masl variety abyssinia catimor typica tasting notes yellow peach plum citrus biji kopi dapat langsung di giling langsung sesuai permintaan  giling espresso  giling kasar  giling medium  giling halus  giling v60 disesuaikan dengan resep yang anda dapat penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya kami akan berikan 8gr free sample beans silahkan pilih 1 beans dari produk yang ada di etalase toko kami dan tulis di catatan saat check out pesanan beans di etalase special release tidak bisa dipilih untuk sample greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,"gayo, aceh",carbonic maceration,medium,fruity
fugol coffee roasters,biji kopi arabika flores gulang lot 1316 150 gr single origin  biji,148000,origin gulang village manggarai flores east nusa tenggara producer tuang coffee process anaerobic natural altitude 1500 masl variety kartika  lot 1316 tasting notes pineapple orange brown sugar biji kopi dapat langsung di giling langsung sesuai permintaan  giling espresso  giling kasar  giling medium  giling halus  giling v60 disesuaikan dengan resep yang anda dapat penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya kami akan berikan 8gr free sample beans silahkan pilih 1 beans dari produk yang ada di etalase toko kami dan tulis di catatan saat check out pesanan beans di etalase special release tidak bisa dipilih untuk sample greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,flores,"natural, anaerobic",medium,"fruity, sweet"
fugol coffee roasters,biji kopi arabika mekarwangi honey 1 kg specialty coffee beans  whole beans,525000,origin jawa barat process honey variety s795  sigararutang altitude 13001500 masl roasted lightmedium tasting notes red grape blueberry orange blossom biji kopi dapat langsung di giling langsung sesuai permintaan  giling espresso  giling kasar  giling medium  giling halus  giling v60 disesuaikan dengan resep yang anda dapat kami akan berikan 8gr free sample beans greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,jawa,honey,medium,fruity
fugol coffee roasters,biji kopi arabika mekarwangi honey 500 gr arabica specialty coffee beans filter coffee  whole beans,312000,origin jawa barat process honey variety s795  sigararutang altitude 13001500 masl roasted lightmedium tasting notes red grape blueberry orange blossom biji kopi dapat langsung di giling langsung sesuai permintaan  giling espresso  giling kasar  giling medium  giling halus  giling v60 disesuaikan dengan resep yang anda dapat kami akan berikan 8gr free sample beans greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,jawa,honey,medium,fruity
fugol coffee roasters,biji kopi arabika brazil fazenda santa maria 100 gram  single origin  biji,81000,pirt 308327304034727 originbrazil process natural variety catuai altitude 10001200 masl roasted lightmedium tasting notes almond molasses navel orange biji kopi dapat langsung di giling langsung sesuai permintaan  giling espresso  giling kasar  giling medium  giling halus  giling v60 disesuaikan dengan resep yang anda dapat penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya kami akan berikan 8gr free sample beans sebagai bentuk penyesuaian karena harga bahan baku semakin meningkat free sample untuk cupping akan kami berikan sebanyak 8gr silahkan pilih 1 beans dari produk yang ada di etalase toko kami dan tulis di catatan saat check out pesanan beans di etalase special release tidak bisa dipilih untuk sample greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,brazil,natural,medium,"nutty, fruity"
fugol coffee roasters,kopi arabika solok bukik gompong honey 100 gram natural  biji  bubuk   biji,81000,halal id32110016691860324 origin bukik gompong solok sumatra barat altitude 11001450 masl variety sigararutang  lini s processing honey producer bukik gompong coffee tasting notes orange black tea  brown sugar this coffee comes from bukik gompong in solok west sumatra where it grows at 11001450 meters above sea level its made from sigararutang and lini s varieties and processed using the honey method by local producers at bukik gompong coffee the cool weather and rich soil in this area help bring out the coffees natural sweetness and clean taste in the cup youll taste bright orange notes a hint of black tea and a smooth brown sugar sweetness its a wellbalanced coffee that shows the unique flavors of west sumatra and the care of the people who grow and process it biji kopi dapat langsung di giling langsung sesuai permintaan  giling espresso  giling kasar  giling medium  giling halus  giling v60 disesuaikan dengan resep yang anda dapat penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya kami akan berikan 8gr free sample beans sebagai bentuk penyesuaian karena harga bahan baku semakin meningkat free sample untuk cupping akan kami berikan sebanyak 8gr silahkan pilih 1 beans dari produk yang ada di etalase toko kami dan tulis di catatan saat check out pesanan beans di etalase special release tidak bisa dipilih untuk sample greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,sumatra,"natural, honey",medium,"fruity, sweet, herbal"
fugol coffee roasters,biji kopi arabika solok bukik gompong honey 500 gram specialty coffee  biji,293000,halal id32110016691860324 origin bukik gompong solok sumatra barat altitude 11001450 masl variety sigararutang  lini s processing honey producer bukik gompong coffee tasting notes orange black tea  brown sugar this coffee comes from bukik gompong in solok west sumatra where it grows at 11001450 meters above sea level its made from sigararutang and lini s varieties and processed using the honey method by local producers at bukik gompong coffee the cool weather and rich soil in this area help bring out the coffees natural sweetness and clean taste in the cup youll taste bright orange notes a hint of black tea and a smooth brown sugar sweetness its a wellbalanced coffee that shows the unique flavors of west sumatra and the care of the people who grow and process it biji kopi dapat langsung di giling langsung sesuai permintaan  giling espresso  giling kasar  giling medium  giling halus  giling v60 disesuaikan dengan resep yang anda dapat penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya kami akan berikan 8gr free sample beans sebagai bentuk penyesuaian karena harga bahan baku semakin meningkat free sample untuk cupping akan kami berikan sebanyak 8gr silahkan pilih 1 beans dari produk yang ada di etalase toko kami dan tulis di catatan saat check out pesanan beans di etalase special release tidak bisa dipilih untuk sample greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,sumatra,"natural, honey",medium,"fruity, sweet, herbal"
